Symptom,Prompt Template,Follow-Up Questions,LikelyDiagnosis,Urgency Level,Treatment,TreatmentQuestion
symptom_230,What details can you share about symptom_230 in a {child_age} year old {gender} child?,How long has the symptom_230 been present?; Has it worsened recently?,Diagnosis_230_A; Diagnosis_230_B,medium,"Standard care for symptom_230 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_230, likely diagnosed with Diagnosis_230_A?"
symptom_231,What details can you share about symptom_231 in a {child_age} year old {gender} child?,How long has the symptom_231 been present?; Has it worsened recently?,Diagnosis_231_A; Diagnosis_231_B,medium,"Standard care for symptom_231 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_231, likely diagnosed with Diagnosis_231_A?"
symptom_232,What details can you share about symptom_232 in a {child_age} year old {gender} child?,How long has the symptom_232 been present?; Has it worsened recently?,Diagnosis_232_A; Diagnosis_232_B,medium,"Standard care for symptom_232 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_232, likely diagnosed with Diagnosis_232_A?"
symptom_233,What details can you share about symptom_233 in a {child_age} year old {gender} child?,How long has the symptom_233 been present?; Has it worsened recently?,Diagnosis_233_A; Diagnosis_233_B,medium,"Standard care for symptom_233 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_233, likely diagnosed with Diagnosis_233_A?"
symptom_234,What details can you share about symptom_234 in a {child_age} year old {gender} child?,How long has the symptom_234 been present?; Has it worsened recently?,Diagnosis_234_A; Diagnosis_234_B,medium,"Standard care for symptom_234 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_234, likely diagnosed with Diagnosis_234_A?"
symptom_235,What details can you share about symptom_235 in a {child_age} year old {gender} child?,How long has the symptom_235 been present?; Has it worsened recently?,Diagnosis_235_A; Diagnosis_235_B,medium,"Standard care for symptom_235 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_235, likely diagnosed with Diagnosis_235_A?"
symptom_236,What details can you share about symptom_236 in a {child_age} year old {gender} child?,How long has the symptom_236 been present?; Has it worsened recently?,Diagnosis_236_A; Diagnosis_236_B,medium,"Standard care for symptom_236 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_236, likely diagnosed with Diagnosis_236_A?"
symptom_237,What details can you share about symptom_237 in a {child_age} year old {gender} child?,How long has the symptom_237 been present?; Has it worsened recently?,Diagnosis_237_A; Diagnosis_237_B,medium,"Standard care for symptom_237 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_237, likely diagnosed with Diagnosis_237_A?"
symptom_238,What details can you share about symptom_238 in a {child_age} year old {gender} child?,How long has the symptom_238 been present?; Has it worsened recently?,Diagnosis_238_A; Diagnosis_238_B,medium,"Standard care for symptom_238 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_238, likely diagnosed with Diagnosis_238_A?"
symptom_239,What details can you share about symptom_239 in a {child_age} year old {gender} child?,How long has the symptom_239 been present?; Has it worsened recently?,Diagnosis_239_A; Diagnosis_239_B,medium,"Standard care for symptom_239 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_239, likely diagnosed with Diagnosis_239_A?"
symptom_240,What details can you share about symptom_240 in a {child_age} year old {gender} child?,How long has the symptom_240 been present?; Has it worsened recently?,Diagnosis_240_A; Diagnosis_240_B,medium,"Standard care for symptom_240 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_240, likely diagnosed with Diagnosis_240_A?"
symptom_241,What details can you share about symptom_241 in a {child_age} year old {gender} child?,How long has the symptom_241 been present?; Has it worsened recently?,Diagnosis_241_A; Diagnosis_241_B,medium,"Standard care for symptom_241 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_241, likely diagnosed with Diagnosis_241_A?"
symptom_242,What details can you share about symptom_242 in a {child_age} year old {gender} child?,How long has the symptom_242 been present?; Has it worsened recently?,Diagnosis_242_A; Diagnosis_242_B,medium,"Standard care for symptom_242 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_242, likely diagnosed with Diagnosis_242_A?"
symptom_243,What details can you share about symptom_243 in a {child_age} year old {gender} child?,How long has the symptom_243 been present?; Has it worsened recently?,Diagnosis_243_A; Diagnosis_243_B,medium,"Standard care for symptom_243 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_243, likely diagnosed with Diagnosis_243_A?"
symptom_244,What details can you share about symptom_244 in a {child_age} year old {gender} child?,How long has the symptom_244 been present?; Has it worsened recently?,Diagnosis_244_A; Diagnosis_244_B,medium,"Standard care for symptom_244 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_244, likely diagnosed with Diagnosis_244_A?"
symptom_245,What details can you share about symptom_245 in a {child_age} year old {gender} child?,How long has the symptom_245 been present?; Has it worsened recently?,Diagnosis_245_A; Diagnosis_245_B,medium,"Standard care for symptom_245 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_245, likely diagnosed with Diagnosis_245_A?"
symptom_246,What details can you share about symptom_246 in a {child_age} year old {gender} child?,How long has the symptom_246 been present?; Has it worsened recently?,Diagnosis_246_A; Diagnosis_246_B,medium,"Standard care for symptom_246 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_246, likely diagnosed with Diagnosis_246_A?"
symptom_247,What details can you share about symptom_247 in a {child_age} year old {gender} child?,How long has the symptom_247 been present?; Has it worsened recently?,Diagnosis_247_A; Diagnosis_247_B,medium,"Standard care for symptom_247 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_247, likely diagnosed with Diagnosis_247_A?"
symptom_248,What details can you share about symptom_248 in a {child_age} year old {gender} child?,How long has the symptom_248 been present?; Has it worsened recently?,Diagnosis_248_A; Diagnosis_248_B,medium,"Standard care for symptom_248 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_248, likely diagnosed with Diagnosis_248_A?"
symptom_249,What details can you share about symptom_249 in a {child_age} year old {gender} child?,How long has the symptom_249 been present?; Has it worsened recently?,Diagnosis_249_A; Diagnosis_249_B,medium,"Standard care for symptom_249 includes hydration, rest, and observation.","What are the best treatment options for a child presenting with symptom_249, likely diagnosed with Diagnosis_249_A?"
