Symptom,Prompt Template,Follow-Up Questions,Likely Diagnosis,Urgency Level,Suggested Treatment,Treatment Questions
symptom_283,What details can you share about symptom_283 in a {child_age} year old {gender} child?,How long has the symptom_283 been present?; Has it worsened recently?,Diagnosis_283_A; Diagnosis_283_B,medium,"Standard care for symptom_283 includes hydration, rest, and observation.",What are the best treatment options for symptom_283?; When should a doctor be consulted for symptom_283?
symptom_284,What details can you share about symptom_284 in a {child_age} year old {gender} child?,How long has the symptom_284 been present?; Has it worsened recently?,Diagnosis_284_A; Diagnosis_284_B,medium,"Standard care for symptom_284 includes hydration, rest, and observation.",What are the best treatment options for symptom_284?; When should a doctor be consulted for symptom_284?
symptom_285,What details can you share about symptom_285 in a {child_age} year old {gender} child?,How long has the symptom_285 been present?; Has it worsened recently?,Diagnosis_285_A; Diagnosis_285_B,medium,"Standard care for symptom_285 includes hydration, rest, and observation.",What are the best treatment options for symptom_285?; When should a doctor be consulted for symptom_285?
symptom_286,What details can you share about symptom_286 in a {child_age} year old {gender} child?,How long has the symptom_286 been present?; Has it worsened recently?,Diagnosis_286_A; Diagnosis_286_B,medium,"Standard care for symptom_286 includes hydration, rest, and observation.",What are the best treatment options for symptom_286?; When should a doctor be consulted for symptom_286?
symptom_287,What details can you share about symptom_287 in a {child_age} year old {gender} child?,How long has the symptom_287 been present?; Has it worsened recently?,Diagnosis_287_A; Diagnosis_287_B,medium,"Standard care for symptom_287 includes hydration, rest, and observation.",What are the best treatment options for symptom_287?; When should a doctor be consulted for symptom_287?
symptom_288,What details can you share about symptom_288 in a {child_age} year old {gender} child?,How long has the symptom_288 been present?; Has it worsened recently?,Diagnosis_288_A; Diagnosis_288_B,medium,"Standard care for symptom_288 includes hydration, rest, and observation.",What are the best treatment options for symptom_288?; When should a doctor be consulted for symptom_288?
symptom_289,What details can you share about symptom_289 in a {child_age} year old {gender} child?,How long has the symptom_289 been present?; Has it worsened recently?,Diagnosis_289_A; Diagnosis_289_B,medium,"Standard care for symptom_289 includes hydration, rest, and observation.",What are the best treatment options for symptom_289?; When should a doctor be consulted for symptom_289?
symptom_290,What details can you share about symptom_290 in a {child_age} year old {gender} child?,How long has the symptom_290 been present?; Has it worsened recently?,Diagnosis_290_A; Diagnosis_290_B,medium,"Standard care for symptom_290 includes hydration, rest, and observation.",What are the best treatment options for symptom_290?; When should a doctor be consulted for symptom_290?
symptom_291,What details can you share about symptom_291 in a {child_age} year old {gender} child?,How long has the symptom_291 been present?; Has it worsened recently?,Diagnosis_291_A; Diagnosis_291_B,medium,"Standard care for symptom_291 includes hydration, rest, and observation.",What are the best treatment options for symptom_291?; When should a doctor be consulted for symptom_291?
symptom_292,What details can you share about symptom_292 in a {child_age} year old {gender} child?,How long has the symptom_292 been present?; Has it worsened recently?,Diagnosis_292_A; Diagnosis_292_B,medium,"Standard care for symptom_292 includes hydration, rest, and observation.",What are the best treatment options for symptom_292?; When should a doctor be consulted for symptom_292?
symptom_293,What details can you share about symptom_293 in a {child_age} year old {gender} child?,How long has the symptom_293 been present?; Has it worsened recently?,Diagnosis_293_A; Diagnosis_293_B,medium,"Standard care for symptom_293 includes hydration, rest, and observation.",What are the best treatment options for symptom_293?; When should a doctor be consulted for symptom_293?
symptom_294,What details can you share about symptom_294 in a {child_age} year old {gender} child?,How long has the symptom_294 been present?; Has it worsened recently?,Diagnosis_294_A; Diagnosis_294_B,medium,"Standard care for symptom_294 includes hydration, rest, and observation.",What are the best treatment options for symptom_294?; When should a doctor be consulted for symptom_294?
symptom_295,What details can you share about symptom_295 in a {child_age} year old {gender} child?,How long has the symptom_295 been present?; Has it worsened recently?,Diagnosis_295_A; Diagnosis_295_B,medium,"Standard care for symptom_295 includes hydration, rest, and observation.",What are the best treatment options for symptom_295?; When should a doctor be consulted for symptom_295?
symptom_296,What details can you share about symptom_296 in a {child_age} year old {gender} child?,How long has the symptom_296 been present?; Has it worsened recently?,Diagnosis_296_A; Diagnosis_296_B,medium,"Standard care for symptom_296 includes hydration, rest, and observation.",What are the best treatment options for symptom_296?; When should a doctor be consulted for symptom_296?
symptom_297,What details can you share about symptom_297 in a {child_age} year old {gender} child?,How long has the symptom_297 been present?; Has it worsened recently?,Diagnosis_297_A; Diagnosis_297_B,medium,"Standard care for symptom_297 includes hydration, rest, and observation.",What are the best treatment options for symptom_297?; When should a doctor be consulted for symptom_297?
symptom_298,What details can you share about symptom_298 in a {child_age} year old {gender} child?,How long has the symptom_298 been present?; Has it worsened recently?,Diagnosis_298_A; Diagnosis_298_B,medium,"Standard care for symptom_298 includes hydration, rest, and observation.",What are the best treatment options for symptom_298?; When should a doctor be consulted for symptom_298?
symptom_299,What details can you share about symptom_299 in a {child_age} year old {gender} child?,How long has the symptom_299 been present?; Has it worsened recently?,Diagnosis_299_A; Diagnosis_299_B,medium,"Standard care for symptom_299 includes hydration, rest, and observation.",What are the best treatment options for symptom_299?; When should a doctor be consulted for symptom_299?
symptom_300,What details can you share about symptom_300 in a {child_age} year old {gender} child?,How long has the symptom_300 been present?; Has it worsened recently?,Diagnosis_300_A; Diagnosis_300_B,medium,"Standard care for symptom_300 includes hydration, rest, and observation.",What are the best treatment options for symptom_300?; When should a doctor be consulted for symptom_300?
symptom_301,What details can you share about symptom_301 in a {child_age} year old {gender} child?,How long has the symptom_301 been present?; Has it worsened recently?,Diagnosis_301_A; Diagnosis_301_B,medium,"Standard care for symptom_301 includes hydration, rest, and observation.",What are the best treatment options for symptom_301?; When should a doctor be consulted for symptom_301?
